"Eastern Date Hour","Eastern Date Hour Time Zone","Zone Name","Zone PTID","DAM Zonal LBMP","DAM Zonal Losses","DAM Zonal Congestion","DAM Zonal Price Version"
"2025/04/08 22:00:00","EDT","GENESE","61753","55.24","-0.9","0","1"
"2025/04/08 22:00:00","EDT","H Q","61844","55.36","-0.79","0","1"
"2025/04/08 22:00:00","EDT","HUD VL","61758","58.95","2.81","0","1"
"2025/04/08 22:00:00","EDT","LONGIL","61762","59.23","3.09","0","1"
"2025/04/08 22:00:00","EDT","MHK VL","61756","59","1.63","-1.23","1"
"2025/04/08 22:00:00","EDT","MILLWD","61759","59.4","3.26","0","1"
"2025/04/08 22:00:00","EDT","N.Y.C.","61761","65.69","4.1","-5.45","1"
"2025/04/08 22:00:00","EDT","NORTH","61755","47.83","-1.29","7.03","1"
"2025/04/08 22:00:00","EDT","NPX","61845","58.16","2.02","0","1"
"2025/04/08 22:00:00","EDT","O H","61846","53.28","-2.86","0","1"
"2025/04/08 22:00:00","EDT","PJM","61847","56.54","0.4","0","1"
"2025/04/08 22:00:00","EDT","WEST","61752","54.13","-2.02","0","1"
"2025/04/08 23:00:00","EDT","CAPITL","61757","51.6","1.79","0","1"
"2025/04/08 23:00:00","EDT","CENTRL","61754","50.26","0.45","0","1"
"2025/04/08 23:00:00","EDT","DUNWOD","61760","53","3.19","0","1"
"2025/04/08 23:00:00","EDT","GENESE","61753","49.56","-0.25","0","1"
"2025/04/08 23:00:00","EDT","H Q","61844","49.11","-0.7","0","1"
"2025/04/08 23:00:00","EDT","HUD VL","61758","52.25","2.44","0","1"
"2025/04/08 23:00:00","EDT","LONGIL","61762","52.6","2.79","0","1"
"2025/04/08 23:00:00","EDT","MHK VL","61756","51.2","1.39","0","1"
"2025/04/08 23:00:00","EDT","MILLWD","61759","52.6","2.79","0","1"
"2025/04/08 23:00:00","EDT","N.Y.C.","61761","58.8","3.54","-5.45","1"
"2025/04/08 23:00:00","EDT","NORTH","61755","42.76","-1.05","6","1"
"2025/04/08 23:00:00","EDT","NPX","61845","51.45","1.64","0","1"
"2025/04/08 23:00:00","EDT","O H","61846","48.32","-1.49","0","1"
"2025/04/08 23:00:00","EDT","PJM","61847","50.61","0.79","0","1"
"2025/04/08 23:00:00","EDT","WEST","61752","49.16","-0.65","0","1"
